Property Reference,Works Order Reference,Job Trade Code,Works Order Raised Date
M3136,2947531/1,PLUMBING,10/14/2020
M3136,2947531/1,WALLFLOOR,10/14/2020
M3136,2947534/1,BRICKWORK,10/14/2020
M3136,2947534/1,DRAINAGE,10/14/2020
M3136,2960033/1,CARPENTRY,11/6/2020
M3136,2960033/2,CARPENTRY,11/9/2020
M3136,2969833/1,ELECTRICAL,11/25/2020
M3136,2979514/1,ELECTRICAL,12/11/2020
M3136,2979521/1,CARPENTRY,12/11/2020
M3136,2979523/1,BRICKWORK,12/11/2020
M3136,2979523/1,PLUMBING,12/11/2020
M3136,2982392/1,ELECTRICAL,12/16/2020
M3136,2982392/2,ADAPTATION,12/16/2020
M3136,2982392/2,ELECTRICAL,12/16/2020
M3136,2982855/1,ELECTRICAL,12/17/2020
M3136,2983397/1,ELECTRICAL,12/18/2020
M3136,2983397/2,ELECTRICAL,1/5/2021
M3136,2989636/1,ELECTRICAL,1/5/2021
M3136,3013724/1,ELECTRICAL,2/15/2021
M3136,3034710/1,ELECTRICAL,3/24/2021
M3136,3034713/1,WALLFLOOR,3/24/2021
M3139,2959781/1,DECORATING,11/6/2020
M3139,2959781/1,PLASTERWRK,11/6/2020
M3139,2959781/1,WALLFLOOR,11/6/2020
M3139,2959797/1,ELECTRICAL,11/6/2020
M3140,2866020/1,DRAINAGE,4/21/2020
M3140,2866020/1,PLUMBING,4/21/2020
M3140,2866020/2,DRAINAGE,4/22/2020
M3140,2927010/1,DRAINAGE,9/7/2020
M3140,2927010/1,PLUMBING,9/7/2020
M3140,3021160/1,PLUMBING,2/27/2021
M3140,3030588/1,DRAINAGE,3/16/2021
M3141,2885117/1,CARPENTRY,6/16/2020
M3141,2885117/1,DRAINAGE,6/16/2020
M3141,2885117/1,PLUMBING,6/16/2020
M3141,2885799/1,CARPENTRY,6/17/2020
M3141,2885799/1,DECORATING,6/17/2020
M3141,2885799/1,PLUMBING,6/17/2020
M3141,2886361/1,PLUMBING,6/18/2020
M3141,2886361/2,PLUMBING,6/18/2020
M3141,2886361/2,ROOFING,6/18/2020
M3141,2890418/1,CARPENTRY,6/26/2020
M3141,2890418/1,DRAINAGE,6/26/2020
M3141,2890426/1,DRAINAGE,6/26/2020
M3141,2890426/1,PLUMBING,6/26/2020
M3141,2894271/1,PLUMBING,7/2/2020
M3141,2920621/1,CARPENTRY,8/25/2020
M3141,2921574/1,CARPENTRY,8/26/2020
M3141,2921574/1,PLUMBING,8/26/2020
M3141,2942801/1,DRAINAGE,10/6/2020
M3141,2942801/1,PLUMBING,10/6/2020
M3141,2942807/1,ROOFING,10/6/2020
M3141,2967915/1,ELECTRICAL,11/21/2020
M3141,2976580/1,ELECTRICAL,12/7/2020
M3141,2976586/1,PLUMBING,12/7/2020
M3141,2982397/1,ELECTRICAL,12/16/2020
M3142,3007340/1,CARPENTRY,2/4/2021
M3142,3007340/1,GLAZING,2/4/2021
M3144,2887650/1,CARPENTRY,6/22/2020
M3144,2910340/1,GLAZING,8/4/2020
M3144,2928975/1,ELECTRICAL,9/10/2020
M3144,2928980/1,DECORATING,9/10/2020
M3144,2928980/1,PLUMBING,9/10/2020
M3144,2929558/1,ROOFING,9/11/2020
M3144,3038441/1,ROOFING,3/31/2021
M3145,2945758/1,ELECTRICAL,10/12/2020
M3145,2945761/1,PLUMBING,10/12/2020
M3146,2958752/1,PLUMBING,11/4/2020
M3146,2993375/1,ELECTRICAL,1/11/2021
M3147,3008763/1,PLUMBING,2/8/2021
M3147,3031187/1,CARPENTRY,3/17/2021
M3148,2890297/1,ELECTRICAL,6/25/2020
M3149,2889081/1,PLUMBING,6/24/2020
M3149,2967920/1,ELECTRICAL,11/21/2020
M3149,2976242/1,PLUMBING,12/7/2020
M315,2911144/1,CARPENTRY,8/5/2020
M315,3035482/1,CARPENTRY,3/25/2021
M315,3035487/1,DECORATING,3/25/2021
M3150,2946518/1,DRAINAGE,10/13/2020
M3150,2946518/1,PLUMBING,10/13/2020
M3151,2875447/1,PLUMBING,5/26/2020
M3151,2880292/1,DRAINAGE,6/5/2020
M3151,2880292/1,PLUMBING,6/5/2020
M3151,2902026/1,ELECTRICAL,7/17/2020
M3151,2920349/1,PLUMBING,8/25/2020
M3151,2923388/1,ELECTRICAL,8/29/2020
M3151,2923388/2,ELECTRICAL,9/1/2020
M3151,2942434/1,CARPENTRY,10/6/2020
M3151,2944712/1,PLUMBING,10/9/2020
M3151,2944712/2,CARPENTRY,10/26/2020
M3151,2944712/2,PLUMBING,10/26/2020
M3151,2944712/2,WALLFLOOR,10/26/2020
M3151,2962612/2,PLUMBING,11/13/2020
M3152,2863300/1,PLUMBING,4/9/2020
M3152,2863371/1,PLUMBING,4/9/2020
M3152,2984494/1,DECORATING,12/21/2020
M3152,2984494/1,PLUMBING,12/21/2020
M3152,2984494/2,PLASTERWRK,12/22/2020
M3152,2984494/2,WALLFLOOR,12/22/2020
M3152,3005652/1,ELECTRICAL,2/2/2021
M3155,2959823/1,PLUMBING,11/6/2020
M3155,2959828/1,CARPENTRY,11/6/2020
M3155,3008569/1,PLUMBING,2/7/2021
M3155,3009323/1,PLUMBING,2/8/2021
M3155,3009330/1,ELECTRICAL,2/8/2021
M3156,2956417/1,PLUMBING,10/30/2020
M3156,2960735/1,ELECTRICAL,11/9/2020
M3156,2960735/2,ELECTRICAL,11/10/2020
M3156,2991912/1,DECORATING,1/8/2021
M3156,2992629/1,ADAPTATION,1/10/2021
M3156,2992629/1,CARPENTRY,1/10/2021
M3156,2992629/1,PLUMBING,1/10/2021
M3156,3025730/1,PLUMBING,3/8/2021
M3157,2916147/1,ROOFING,8/17/2020
M3157,2923719/1,PLUMBING,9/1/2020
M3157,2953467/1,PLUMBING,10/26/2020
M3158,2878183/1,CARPENTRY,6/2/2020
M3158,2884401/1,PLASTERWRK,6/15/2020
M3158,2884401/1,WALLFLOOR,6/15/2020
M3158,2990713/1,ROOFING,1/6/2021
M3158,3031958/1,PLUMBING,3/18/2021
M3159,2869070/1,ELECTRICAL,5/4/2020
M3159,2887283/1,ELECTRICAL,6/19/2020
M3159,2922063/1,CARPENTRY,8/27/2020
M3159,2931431/1,GLAZING,9/15/2020
M316,2895505/1,PLUMBING,7/5/2020
M316,2895505/2,CARPENTRY,7/6/2020
M316,2895505/2,PLUMBING,7/6/2020
M3162,2911802/1,ELECTRICAL,8/6/2020
M3162,2979260/1,CARPENTRY,12/11/2020
M3162,2983927/1,CARPENTRY,12/19/2020
M3164,2954203/1,ELECTRICAL,10/27/2020
M3164,2974432/1,ELECTRICAL,12/2/2020
M3164,2990013/1,PLUMBING,1/5/2021
M3165,2880589/1,PLUMBING,6/8/2020
M3165,2880589/1,WALLFLOOR,6/8/2020
M3165,2880589/2,CARPENTRY,6/8/2020
M3165,2880589/2,PLUMBING,6/8/2020
M3165,2880589/2,WALLFLOOR,6/8/2020
M3165,2926819/1,PLUMBING,9/7/2020
M3165,2926819/2,PLUMBING,9/23/2020
M3165,2926819/3,ELECTRICAL,9/23/2020
M3165,2962288/1,PLUMBING,11/11/2020
M3165,2962288/2,PLUMBING,11/12/2020
M3167,2913477/1,DECORATING,8/10/2020
M3167,2913477/1,WALLFLOOR,8/10/2020
M3167,2922425/1,ROOFING,8/28/2020
M3167,2952790/1,ELECTRICAL,10/23/2020
M3168,2904553/1,ELECTRICAL,7/23/2020
M3168,2933624/1,BRICKWORK,9/21/2020
M3168,2933624/1,CARPENTRY,9/21/2020
M3168,2933624/1,PLASTERWRK,9/21/2020
M3168,2933624/1,PLUMBING,9/21/2020
M3168,2933624/1,WALLFLOOR,9/21/2020
M317,2877827/1,DECORATING,6/1/2020
M317,2877827/1,PLUMBING,6/1/2020
M317,2877832/1,PLUMBING,6/1/2020
M317,2878675/1,PLUMBING,6/3/2020
M317,2880286/1,ROOFING,6/5/2020
M3170,2869121/1,PLUMBING,5/4/2020
M3172,2869425/1,ELECTRICAL,5/5/2020
M3172,2878915/1,ELECTRICAL,6/3/2020
M3172,2901255/1,PLUMBING,7/15/2020
M3172,2901255/2,PLUMBING,7/29/2020
M3172,2901255/2,ROOFING,7/29/2020
M3172,2967553/1,PLUMBING,11/20/2020
M3172,2973538/1,PLUMBING,12/1/2020
M3172,3012162/1,PLUMBING,2/12/2021
M3172,3013378/1,PLUMBING,2/15/2021
M3178,2900231/1,PLASTERWRK,7/14/2020
M3178,2900231/1,WALLFLOOR,7/14/2020
M3178,2900238/1,PLUMBING,7/14/2020
M3178,2905528/1,PLASTERWRK,7/24/2020
M3178,2905528/1,WALLFLOOR,7/24/2020
M3178,2905532/1,ROOFING,7/24/2020
M3178,2914461/1,ELECTRICAL,8/12/2020
M3178,2922512/1,CARPENTRY,8/28/2020
M3178,2922512/1,PLASTERWRK,8/28/2020
M3178,2922512/1,WALLFLOOR,8/28/2020
M3179,3005906/1,CARPENTRY,2/2/2021
M3179,3031739/1,PLUMBING,3/18/2021
M3179,3032068/1,PLUMBING,3/18/2021
M3179,3032069/1,ELECTRICAL,3/18/2021
M3182,2911856/1,PLUMBING,8/6/2020
M3182,2911856/1,WALLFLOOR,8/6/2020
M3182,3025526/1,PLUMBING,3/8/2021
M3182,3025535/1,DECORATING,3/8/2021
M3182,3025535/1,PLASTERWRK,3/8/2021
M3182,3025535/1,WALLFLOOR,3/8/2021
M3182,3025535/2,ELECTRICAL,3/16/2021
M3182,3025561/1,ROOFING,3/8/2021
M3182,3025579/1,BRICKWORK,3/8/2021
M3182,3025579/2,BRICKWORK,3/8/2021
M3182,3025579/2,DECORATING,3/8/2021
M3182,3025579/2,PLUMBING,3/8/2021
M3182,3025579/2,ROOFING,3/8/2021
M3182,3029013/1,CARPENTRY,3/12/2021
M3182,3029013/2,CARPENTRY,3/23/2021
M3183,2866656/1,ELECTRICAL,4/23/2020
M3183,2925458/1,PLUMBING,9/3/2020
M3185,2947941/1,ELECTRICAL,10/15/2020
M3185,2950335/1,WALLFLOOR,10/20/2020
M3185,2956453/1,ELECTRICAL,10/30/2020
M3185,2987069/1,ELECTRICAL,12/27/2020
M3185,2987069/2,ELECTRICAL,1/6/2021
M3185,2989415/1,ROOFING,1/5/2021
M3185,3022214/1,PLUMBING,3/2/2021
M3185,3027032/1,ELECTRICAL,3/9/2021
M3185,3033573/1,PLUMBING,3/22/2021
M3185,3033573/2,PLUMBING,3/31/2021
M3186,2870981/1,ELECTRICAL,5/11/2020
M3186,2933955/1,CARPENTRY,9/21/2020
M3186,2933955/1,PLUMBING,9/21/2020
M3186,3024981/1,ELECTRICAL,3/5/2021
M3186,3033527/1,PLUMBING,3/22/2021
M3188,2862840/1,CARPENTRY,4/7/2020
M3188,2949756/1,PLUMBING,10/19/2020
M319,2870447/1,CARPENTRY,5/8/2020
M3190,2901841/1,ROOFING,7/16/2020
M3191,2906692/1,ELECTRICAL,7/28/2020
M3191,2921478/1,CARPENTRY,8/26/2020
M3191,2946899/1,CARPENTRY,10/13/2020
M3191,2989142/1,WALLFLOOR,1/4/2021
M3191,2989149/1,CARPENTRY,1/4/2021
M3191,2993178/1,ELECTRICAL,1/11/2021
M3191,3000411/1,CARPENTRY,1/22/2021
M3191,3003382/1,CARPENTRY,1/28/2021
M3191,3003382/2,CARPENTRY,3/25/2021
M3191,3010843/1,CARPENTRY,2/10/2021
M3192,2876988/1,CARPENTRY,5/29/2020
M3192,3030022/1,PLUMBING,3/15/2021
M3193,2863044/1,ELECTRICAL,4/8/2020
M3193,2932171/1,ELECTRICAL,9/17/2020
M3194,3012998/1,ELECTRICAL,2/14/2021
M3194,3013000/1,WALLFLOOR,2/14/2021
M3195,2899306/1,PLUMBING,7/13/2020
M3195,2899309/1,CARPENTRY,7/13/2020
M3196,2894084/1,PLUMBING,7/2/2020
M3196,2995974/1,CARPENTRY,1/15/2021
M3196,2995974/1,DECORATING,1/15/2021
M3197,2895212/1,CARPENTRY,7/3/2020
M3197,2904604/1,CARPENTRY,7/23/2020
M3198,2882202/1,ELECTRICAL,6/10/2020
M3198,2899515/1,ELECTRICAL,7/13/2020
M3198,2976944/1,CARPENTRY,12/7/2020
M3198,2976951/1,ELECTRICAL,12/7/2020
M3198,2986238/1,DECORATING,12/23/2020
M3198,3027612/1,CARPENTRY,3/10/2021
M32,2882715/1,PLUMBING,6/11/2020
M32,2882722/1,ROOFING,6/11/2020
M32,2882728/1,CARPENTRY,6/11/2020
M32,2882728/1,WALLFLOOR,6/11/2020
M32,2885166/1,CARPENTRY,6/16/2020
M32,2893881/1,ROOFING,7/2/2020
M32,2914821/1,WALLFLOOR,8/13/2020
M32,2920276/1,PLASTERWRK,8/25/2020
M32,2920276/1,WALLFLOOR,8/25/2020
M32,2920488/1,ROOFING,8/25/2020
M32,3010344/1,PLASTERWRK,2/10/2021
M32,3010344/1,WALLFLOOR,2/10/2021
M32,3022949/1,PLUMBING,3/3/2021
M32,3034406/1,PLUMBING,3/24/2021
M3200,2887528/1,ELECTRICAL,6/21/2020
M3200,2887528/2,ELECTRICAL,6/23/2020
M3200,3030554/1,CARPENTRY,3/16/2021
M3200,3030554/2,ROOFING,3/25/2021
M3203,2889472/1,PLUMBING,6/24/2020
M3203,2940926/1,ELECTRICAL,10/2/2020
M3203,2952360/1,ELECTRICAL,10/22/2020
M3205,2899446/1,ELECTRICAL,7/13/2020
M3205,2909766/1,ELECTRICAL,8/3/2020
M3207,2922242/1,CARPENTRY,8/27/2020
M3207,2957759/1,PLUMBING,11/3/2020
M3207,2957759/2,PLUMBING,11/26/2020
M3207,2957762/1,ELECTRICAL,11/3/2020
M3207,2979429/1,CARPENTRY,12/11/2020
M3207,2996989/1,CARPENTRY,1/18/2021
M3207,2996989/1,ROOFING,1/18/2021
M321,2867048/1,CARPENTRY,4/27/2020
M321,2867048/1,PLUMBING,4/27/2020
M321,2867315/1,CARPENTRY,4/27/2020
M321,2867315/1,PLUMBING,4/27/2020
M321,2867315/2,CARPENTRY,4/28/2020
M321,2867315/2,ROOFING,4/28/2020
M321,2943901/1,CARPENTRY,10/8/2020
M321,2943918/1,CARPENTRY,10/8/2020
M321,2943918/1,FENCING,10/8/2020
M321,2943925/1,ROOFING,10/8/2020
M321,2946487/1,PLUMBING,10/13/2020
M321,3020936/1,PLUMBING,2/26/2021
M3210,2904562/1,PLUMBING,7/23/2020
M3210,2923598/1,ELECTRICAL,9/1/2020
M3210,2982662/1,CARPENTRY,12/17/2020
M3210,3018889/1,PLUMBING,2/24/2021
M3210,3032935/1,DECORATING,3/22/2021
M3211,2887456/1,CARPENTRY,6/19/2020
M3211,3015346/1,PLUMBING,2/17/2021
M3211,3015353/1,ROOFING,2/17/2021
M3212,2993397/1,WALLFLOOR,1/11/2021
M3212,2993415/1,CARPENTRY,1/11/2021
M3212,2993422/1,ELECTRICAL,1/11/2021
M3212,2993429/1,CARPENTRY,1/11/2021
M3212,2993457/1,CARPENTRY,1/11/2021
M3212,2993457/1,PLUMBING,1/11/2021
M3215,2880011/1,DECORATING,6/5/2020
M3215,2911803/1,CARPENTRY,8/6/2020
M3216,2964191/1,PLUMBING,11/16/2020
M3219,2988297/1,CARPENTRY,1/4/2021
M3219,2988316/1,ELECTRICAL,1/4/2021
M3219,2988316/2,ELECTRICAL,1/11/2021
M3219,2988316/3,ELECTRICAL,1/12/2021
M3219,3014256/1,PLUMBING,2/16/2021
M3219,3022338/1,BRICKWORK,3/2/2021
M3219,3022338/1,PLUMBING,3/2/2021
M3219,3029218/1,DECORATING,3/12/2021
M3219,3029218/2,CARPENTRY,3/23/2021
M322,2873847/1,DRAINAGE,5/19/2020
M322,2873847/1,PLUMBING,5/19/2020
M322,2889155/1,PLASTERWRK,6/24/2020
M322,2889155/1,PLUMBING,6/24/2020
M322,2889155/1,WALLFLOOR,6/24/2020
M322,2894612/1,PLUMBING,7/3/2020
M322,2894626/1,ELECTRICAL,7/3/2020
M322,2903668/1,ELECTRICAL,7/21/2020
M322,2903673/1,CARPENTRY,7/21/2020
M322,2914727/1,ELECTRICAL,8/12/2020
M322,2921367/1,ELECTRICAL,8/26/2020
M3220,2964257/1,CARPENTRY,11/16/2020
M3220,2964257/1,PLUMBING,11/16/2020
M3220,2973272/2,CARPENTRY,12/3/2020
M3220,2973272/2,DECORATING,12/3/2020
M3220,2973272/2,GROUNDWORK,12/3/2020
M3220,2973272/2,PLUMBING,12/3/2020
M3220,2973272/3,WALLFLOOR,12/7/2020
M3222,2877091/1,ELECTRICAL,5/29/2020
M3222,3011969/1,WALLFLOOR,2/12/2021
M3222,3011969/2,PLASTERWRK,2/22/2021
M3222,3011969/2,WALLFLOOR,2/22/2021
M3222,3011969/3,WALLFLOOR,2/22/2021
M3223,2906603/1,DECORATING,7/27/2020
M3223,2906603/1,WALLFLOOR,7/27/2020
M3223,2906605/1,PLUMBING,7/27/2020
M3223,2906606/1,ELECTRICAL,7/27/2020
M3223,2918018/1,ELECTRICAL,8/19/2020
M3223,3021936/1,ELECTRICAL,3/1/2021
M3223,3021945/1,PLUMBING,3/1/2021
M3224,2916088/1,BRICKWORK,8/17/2020
M3224,2916088/1,CARPENTRY,8/17/2020
M3224,2916088/1,PLUMBING,8/17/2020
M3224,2916088/1,WALLFLOOR,8/17/2020
M3224,2916088/2,BRICKWORK,8/27/2020
M3224,2916088/2,CARPENTRY,8/27/2020
M3224,2916088/2,PLASTERWRK,8/27/2020
M3224,2999969/1,PLUMBING,1/22/2021
M3226,2960809/1,CARPENTRY,11/9/2020
M3226,2960809/2,GLAZING,11/10/2020
M3226,2968542/1,PLUMBING,11/23/2020
M3226,2986879/1,PLUMBING,12/24/2020
M3226,2986880/1,ELECTRICAL,12/24/2020
M3228,2872207/1,CARPENTRY,5/14/2020
M3228,2992948/1,CARPENTRY,1/11/2021
M3229,2872855/1,PLUMBING,5/16/2020
M3229,2875709/1,PLUMBING,5/26/2020
M3229,2888332/1,ELECTRICAL,6/22/2020
M3229,2889295/1,PLUMBING,6/24/2020
M3229,3018400/1,CARPENTRY,2/23/2021
M3229,3027249/1,CARPENTRY,3/10/2021
M323,2881741/1,PLUMBING,6/9/2020
M323,2911818/1,CARPENTRY,8/6/2020
M323,3027160/1,PLUMBING,3/9/2021
M3232,2879910/1,ELECTRICAL,6/5/2020
M3232,2879914/1,ELECTRICAL,6/5/2020
M3232,2879920/1,PLUMBING,6/5/2020
M3232,2904683/1,PLUMBING,7/23/2020
M3232,3009669/1,PLUMBING,2/9/2021
M3232,3011988/1,PLUMBING,2/12/2021
M3235,2993504/1,DECORATING,1/11/2021
M3235,2993504/2,DECORATING,2/2/2021
M3235,2993504/2,PLASTERWRK,2/2/2021
M3235,3018250/1,PLASTERWRK,2/23/2021
M3235,3018250/1,WALLFLOOR,2/23/2021
M3235,3023813/1,PLUMBING,3/4/2021
M3237,2981979/1,ELECTRICAL,12/16/2020
M3239,2844136/2,PLUMBING,5/21/2020
M3239,2844136/2,ROOFING,5/21/2020
M3239,2879022/1,FENCING,6/3/2020
M3239,2879022/1,PLUMBING,6/3/2020
M324,2920613/1,ELECTRICAL,8/25/2020
M324,2969579/1,PLUMBING,11/24/2020
M324,3005559/1,ELECTRICAL,2/1/2021
M324,3027156/1,PLUMBING,3/9/2021
M3240,2928505/1,ELECTRICAL,9/9/2020
M3240,2928507/1,PLUMBING,9/9/2020
M3240,2949622/1,ELECTRICAL,10/19/2020
M3240,2998529/1,PLUMBING,1/20/2021
M3241,2881362/1,ROOFING,6/9/2020
M3241,3001611/1,ELECTRICAL,1/25/2021
M3241,3001611/2,ELECTRICAL,1/26/2021
M3242,2866835/1,PLUMBING,4/24/2020
M3242,2886287/1,DRAINAGE,6/18/2020
M3242,2886287/1,PLUMBING,6/18/2020
M3242,2889698/1,PLUMBING,6/25/2020
M3245,2869351/1,ELECTRICAL,5/5/2020
M3245,3004318/1,PLUMBING,1/29/2021
M3246,2890964/1,PLUMBING,6/26/2020
M3246,2890967/1,BRICKWORK,6/26/2020
M3248,2893275/1,CARPENTRY,7/1/2020
M3248,2893894/1,CARPENTRY,7/2/2020
M3248,2900165/1,PLUMBING,7/14/2020
M3248,2970372/1,ELECTRICAL,11/25/2020
M3248,2970378/1,PLUMBING,11/25/2020
M3248,2970533/1,ELECTRICAL,11/26/2020
M3248,2978511/1,ELECTRICAL,12/10/2020
M3248,2978525/1,PLUMBING,12/10/2020
M3248,2988333/1,CARPENTRY,1/4/2021
M3248,2988333/1,PLUMBING,1/4/2021
M3248,2988333/2,CARPENTRY,1/11/2021
M3248,2988333/2,PLUMBING,1/11/2021
M3248,2989259/1,PLUMBING,1/5/2021
M3249,3017601/1,ROOFING,2/22/2021
M3250,2894989/1,PLUMBING,7/3/2020
M3250,2895106/1,ROOFING,7/3/2020
M3250,2895219/1,CARPENTRY,7/3/2020
M3250,2895220/1,PLUMBING,7/3/2020
M3250,2895220/2,CARPENTRY,7/6/2020
M3250,2895220/2,PLASTERWRK,7/6/2020
M3250,2895220/2,WALLFLOOR,7/6/2020
M3250,2895222/1,CARPENTRY,7/3/2020
M3250,2895222/2,PLUMBING,7/14/2020
M3250,2895597/1,PLASTERWRK,7/6/2020
M3250,2895597/1,WALLFLOOR,7/6/2020
M3250,2896403/1,ELECTRICAL,7/6/2020
M3250,3025749/1,PLUMBING,3/8/2021
M3251,2870390/1,CARPENTRY,5/7/2020
M3251,2870390/1,PLUMBING,5/7/2020
M3252,2983530/1,PLUMBING,12/18/2020
M3252,3028483/1,PLUMBING,3/11/2021
M3253,3011623/1,PLUMBING,2/11/2021
M3253,3022451/1,ELECTRICAL,3/2/2021
M3253,3022458/1,PLASTERWRK,3/2/2021
M3253,3022458/1,WALLFLOOR,3/2/2021
M3255,2874862/1,PLUMBING,5/22/2020
M3255,2887646/1,PLUMBING,6/22/2020
M3255,3019294/1,CARPENTRY,2/24/2021
M3255,3019294/2,CARPENTRY,2/25/2021
M3256,3000106/1,ELECTRICAL,1/22/2021
M3256,3000106/2,ELECTRICAL,1/25/2021
M3257,2885804/1,PLUMBING,6/17/2020
M3257,2918144/1,CARPENTRY,8/19/2020
M3257,2960757/1,CARPENTRY,11/9/2020
M3258,2936077/1,ELECTRICAL,9/24/2020
M3259,2927163/1,CARPENTRY,9/7/2020
M3259,2927934/1,CARPENTRY,9/8/2020
M3259,2927934/1,WALLFLOOR,9/8/2020
M3259,2957065/1,CARPENTRY,11/2/2020
M3259,2957065/1,DECORATING,11/2/2020
M3259,2957065/1,PLASTERWRK,11/2/2020
M3259,2957065/1,WALLFLOOR,11/2/2020
M3259,2963719/1,CARPENTRY,11/13/2020
M3259,2963719/1,DECORATING,11/13/2020
M3259,2963719/2,BRICKWORK,12/15/2020
M3259,2963719/2,PLUMBING,12/15/2020
M3259,2963719/2,ROOFING,12/15/2020
M3259,2963722/1,ROOFING,11/13/2020
M326,2866916/1,PLUMBING,4/25/2020
M326,2979669/1,PLUMBING,12/11/2020
M3263,3019300/1,CARPENTRY,2/24/2021
M3264,2878887/1,CARPENTRY,6/3/2020
M3264,2878894/1,ROOFING,6/3/2020
M3264,2885955/1,WALLFLOOR,6/17/2020
M3264,2886293/1,ELECTRICAL,6/18/2020
M3264,2895574/1,PLUMBING,7/6/2020
M3264,2899983/1,DECORATING,7/13/2020
M3264,2981198/1,ROOFING,12/14/2020
M3265,2970373/1,PLUMBING,11/25/2020
M3267,2901249/1,PLUMBING,7/15/2020
M3267,2915605/1,PLUMBING,8/14/2020
M3269,2882180/1,FENCING,6/10/2020
M3269,2882180/1,PLUMBING,6/10/2020
M3269,2900100/1,ROOFING,7/14/2020
M3269,2923991/1,CARPENTRY,9/1/2020
M3269,2927540/1,PLUMBING,9/8/2020
M3269,2927540/1,ROOFING,9/8/2020
M3269,2936122/1,ROOFING,9/24/2020
M3269,2943529/1,ROOFING,10/7/2020
M3269,2956096/1,DRAINAGE,10/30/2020
M3269,2956096/1,PLUMBING,10/30/2020
M3269,2994706/1,DRAINAGE,1/13/2021
M3269,2994706/1,PLUMBING,1/13/2021
M3269,2994707/1,CARPENTRY,1/13/2021
M3269,2994707/1,PLASTERWRK,1/13/2021
M3269,2994707/1,WALLFLOOR,1/13/2021
M327,3010893/1,DECORATING,2/10/2021
M327,3010893/1,PLUMBING,2/10/2021
M327,3017082/1,ELECTRICAL,2/19/2021
M327,3017082/2,ELECTRICAL,2/22/2021
M3271,2918453/1,DECORATING,8/20/2020
M3271,2922369/1,ELECTRICAL,8/27/2020
M3271,3021043/1,BRICKWORK,2/26/2021
M3271,3021043/1,WALLFLOOR,2/26/2021
M3271,3021047/1,ELECTRICAL,2/26/2021
M3275,2878635/1,CARPENTRY,6/2/2020
M3275,2878635/2,CARPENTRY,6/3/2020
M3275,2879019/1,CARPENTRY,6/3/2020
M3275,2922403/1,PLUMBING,8/27/2020
M3275,2922403/2,PLUMBING,8/28/2020
M3275,2924288/1,PLUMBING,9/1/2020
M3275,3015136/1,CARPENTRY,2/17/2021
M3275,3015136/1,PLUMBING,2/17/2021
M3276,2864352/1,CARPENTRY,4/15/2020
M3276,2864356/1,PLUMBING,4/15/2020
M3276,2866864/1,PLUMBING,4/24/2020
M3276,2876611/1,BRICKWORK,5/28/2020
M3276,2876611/1,CARPENTRY,5/28/2020
M3276,2878167/1,CARPENTRY,6/2/2020
M3276,2878167/1,PLUMBING,6/2/2020
M3276,2959490/1,ELECTRICAL,11/6/2020
M3276,2959503/1,PLASTERWRK,11/6/2020
M3276,2959503/1,WALLFLOOR,11/6/2020
M3276,2959512/1,CARPENTRY,11/6/2020
M3276,2959512/1,PLASTERWRK,11/6/2020
M3276,2990565/1,PLUMBING,1/6/2021
M3276,2990565/2,CARPENTRY,1/6/2021
M3276,3035881/1,ELECTRICAL,3/26/2021
M3276,3035884/1,PLASTERWRK,3/26/2021
M3276,3035884/1,WALLFLOOR,3/26/2021
M3276,3037213/1,CARPENTRY,3/29/2021
M3276,3037213/2,DECORATING,3/30/2021
M3278,2877179/1,DRAINAGE,5/29/2020
M3278,2877179/1,PLUMBING,5/29/2020
M3279,2885874/1,CARPENTRY,6/17/2020
M3279,2885877/1,PLUMBING,6/17/2020
M3279,2888619/1,PLUMBING,6/23/2020
M3279,2899975/1,ROOFING,7/13/2020
M328,2913691/1,CARPENTRY,8/11/2020
M328,2917310/1,CARPENTRY,8/18/2020
M328,2921802/1,CARPENTRY,8/27/2020
M328,2921802/2,CARPENTRY,8/27/2020
M328,2921802/2,GLAZING,8/27/2020
M3280,2940901/1,ELECTRICAL,10/2/2020
M3281,3027133/1,BRICKWORK,3/9/2021
M3281,3027133/1,PLASTERWRK,3/9/2021
M3281,3027133/1,WALLFLOOR,3/9/2021
M3281,3027140/1,FENCING,3/9/2021
M3281,3027143/1,CARPENTRY,3/9/2021
M3281,3027143/1,PLUMBING,3/9/2021
M3281,3027144/1,PLUMBING,3/9/2021
M3281,3027144/1,WALLFLOOR,3/9/2021
M3282,2905042/1,ROOFING,7/23/2020
M3282,2929788/1,ROOFING,9/11/2020
M3282,2981666/1,ROOFING,12/15/2020
M3282,2995946/1,ROOFING,1/15/2021
M3282,3036901/1,DECORATING,3/29/2021
M3282,3036901/1,WALLFLOOR,3/29/2021
M3283,2887765/1,ELECTRICAL,6/22/2020
M3283,2903417/1,PLUMBING,7/21/2020
M3283,2910317/1,PLUMBING,8/4/2020
M3283,2990360/1,PLUMBING,1/6/2021
M3283,2990360/2,ELECTRICAL,1/6/2021
M3288,2878802/1,ELECTRICAL,6/3/2020
M3289,2875683/1,ROOFING,5/26/2020
M3289,2875933/1,ROOFING,5/27/2020
M3289,2894139/1,ELECTRICAL,7/2/2020
M3289,2894152/1,ROOFING,7/2/2020
M3289,2922549/1,ELECTRICAL,8/28/2020
M3289,2922551/1,ROOFING,8/28/2020
M3289,2924786/1,ELECTRICAL,9/2/2020
